a : 607.0000, 0 -> 1
b : 431.0000, 0 -> 3
c : -868.0000, 0 -> 4
d : -499.0000, 0 -> 6
a : 42.0000, 1 -> 5
b : 239.0000, 1 -> 3
c : 731.0000, 1 -> 4
d : -73.0000, 1 -> 3
a : -401.0000, 2 -> 1
b : -832.0000, 2 -> 6
c : 962.0000, 2 -> 3
d : -903.0000, 2 -> 2
a : 64.0000, 3 -> 4
b : 311.0000, 3 -> 2
c : -537.0000, 3 -> 1
d : -441.0000, 3 -> 5
a : 272.0000, 4 -> 6
b : 376.0000, 4 -> 3
c : -738.0000, 4 -> 5
d : -703.0000, 4 -> 6
a : 384.0000, 5 -> 3
b : 883.0000, 5 -> 1
c : -485.0000, 5 -> 3
d : 203.0000, 5 -> 5
a : 707.0000, 6 -> 4
b : 996.0000, 6 -> 5
c : 217.0000, 6 -> 4
d : 948.0000, 6 -> 1
d : 943.0000, 0 -> 3
c : -911.0000, 0 -> 1
d : -703.0000, 1 -> 2
d : 99.0000, 1 -> 1
a : -119.0000, 2 -> 4
b : -53.0000, 2 -> 1
a : -880.0000, 3 -> 5
a : -914.0000, 3 -> 1
b : -117.0000, 4 -> 6
c : -568.0000, 4 -> 2
a : 580.0000, 5 -> 4
c : -395.0000, 5 -> 0
c : 817.0000, 6 -> 1
b : 849.0000, 6 -> 6
