a : 954.0000, 0 -> 1
b : -700.0000, 0 -> 2
c : 361.0000, 0 -> 3
d : 719.0000, 0 -> 2
a : -519.0000, 1 -> 2
b : -150.0000, 1 -> 1
c : 105.0000, 1 -> 2
d : 194.0000, 1 -> 0
a : 310.0000, 2 -> 2
b : 118.0000, 2 -> 0
c : 471.0000, 2 -> 0
d : 585.0000, 2 -> 0
a : 863.0000, 3 -> 2
b : 285.0000, 3 -> 2
c : -546.0000, 3 -> 3
d : -987.0000, 3 -> 1
d : -367.0000, 0 -> 0
d : 835.0000, 0 -> 1
b : -43.0000, 1 -> 3
c : 974.0000, 1 -> 3
b : -123.0000, 2 -> 1
b : -456.0000, 2 -> 2
b : -469.0000, 3 -> 0
a : 680.0000, 3 -> 0
