a : -285.0000, 0 -> 2
b : 767.0000, 0 -> 2
c : 250.0000, 0 -> 4
d : 380.0000, 0 -> 2
a : 708.0000, 1 -> 1
b : 872.0000, 1 -> 4
c : -264.0000, 1 -> 2
d : -488.0000, 1 -> 4
a : -931.0000, 2 -> 4
b : 213.0000, 2 -> 2
c : 369.0000, 2 -> 4
d : -129.0000, 2 -> 3
a : -352.0000, 3 -> 4
b : 821.0000, 3 -> 2
c : 755.0000, 3 -> 0
d : 615.0000, 3 -> 0
a : 686.0000, 4 -> 1
b : 268.0000, 4 -> 1
c : -293.0000, 4 -> 1
d : -243.0000, 4 -> 0
d : -872.0000, 0 -> 3
d : 129.0000, 0 -> 1
b : 88.0000, 1 -> 3
a : -896.0000, 1 -> 3
d : -727.0000, 2 -> 2
d : -94.0000, 2 -> 4
d : 577.0000, 3 -> 2
c : -974.0000, 3 -> 2
a : 206.0000, 4 -> 4
c : -119.0000, 4 -> 3
