a : -292.0000, 0 -> 2
b : -957.0000, 0 -> 0
a : 417.0000, 1 -> 3
b : 704.0000, 1 -> 4
a : 181.0000, 2 -> 7
b : -47.0000, 2 -> 5
a : 883.0000, 3 -> 6
b : 251.0000, 3 -> 7
a : -421.0000, 4 -> 5
b : -657.0000, 4 -> 3
a : 68.0000, 5 -> 2
b : 425.0000, 5 -> 4
a : 521.0000, 6 -> 7
b : -996.0000, 6 -> 1
a : -598.0000, 7 -> 1
b : -581.0000, 7 -> 1
b : -695.0000, 0 -> 7
b : -327.0000, 1 -> 6
b : 759.0000, 2 -> 7
a : 250.0000, 3 -> 3
b : 746.0000, 4 -> 6
a : -180.0000, 5 -> 6
b : 173.0000, 6 -> 4
a : -224.0000, 7 -> 6
