a : -669.0000, 0 -> 6
b : -488.0000, 0 -> 0
a : -349.0000, 1 -> 7
b : -804.0000, 1 -> 6
a : 579.0000, 2 -> 4
b : -360.0000, 2 -> 0
a : 933.0000, 3 -> 0
b : 66.0000, 3 -> 0
a : 811.0000, 4 -> 2
b : 353.0000, 4 -> 5
a : -336.0000, 5 -> 3
b : 64.0000, 5 -> 5
a : -271.0000, 6 -> 4
b : -358.0000, 6 -> 5
a : 276.0000, 7 -> 2
b : -537.0000, 7 -> 2
b : -954.0000, 0 -> 2
b : -894.0000, 1 -> 0
b : -243.0000, 2 -> 7
a : -32.0000, 3 -> 4
a : -911.0000, 4 -> 6
a : -240.0000, 5 -> 2
b : -457.0000, 6 -> 3
b : -294.0000, 7 -> 7
b : 383.0000, 7 -> 1
