a : -455.0000, 0 -> 5
b : 639.0000, 0 -> 3
a : 228.0000, 1 -> 4
b : -799.0000, 1 -> 6
a : 889.0000, 2 -> 7
b : -250.0000, 2 -> 1
a : -170.0000, 3 -> 0
b : 927.0000, 3 -> 2
a : 737.0000, 4 -> 2
b : -158.0000, 4 -> 1
a : 203.0000, 5 -> 6
b : 217.0000, 5 -> 3
a : -358.0000, 6 -> 5
b : 844.0000, 6 -> 3
a : 203.0000, 7 -> 0
b : -357.0000, 7 -> 3
b : 185.0000, 0 -> 0
a : -517.0000, 1 -> 7
a : 845.0000, 2 -> 0
b : 459.0000, 3 -> 6
a : -679.0000, 4 -> 4
b : -665.0000, 5 -> 1
a : 946.0000, 6 -> 1
b : 134.0000, 7 -> 5
