a : -641.0000, 0 -> 2
b : -696.0000, 0 -> 0
c : -709.0000, 0 -> 2
d : -797.0000, 0 -> 2
a : 809.0000, 1 -> 0
b : -391.0000, 1 -> 0
c : -520.0000, 1 -> 2
d : -166.0000, 1 -> 2
a : 933.0000, 2 -> 0
b : 892.0000, 2 -> 1
c : -326.0000, 2 -> 3
d : 478.0000, 2 -> 0
a : -855.0000, 3 -> 3
b : -96.0000, 3 -> 3
c : 599.0000, 3 -> 0
d : 525.0000, 3 -> 3
c : -335.0000, 0 -> 0
b : 625.0000, 0 -> 1
a : 560.0000, 1 -> 2
b : 530.0000, 1 -> 3
d : 598.0000, 2 -> 3
d : -529.0000, 2 -> 1
a : -228.0000, 3 -> 1
b : 888.0000, 3 -> 0
