a : 251.0000, 0 -> 4
b : -483.0000, 0 -> 4
c : -203.0000, 0 -> 0
a : -138.0000, 1 -> 2
b : -54.0000, 1 -> 2
c : -576.0000, 1 -> 3
a : -781.0000, 2 -> 2
b : -694.0000, 2 -> 6
c : -526.0000, 2 -> 1
a : -274.0000, 3 -> 6
b : -477.0000, 3 -> 6
c : 920.0000, 3 -> 1
a : 39.0000, 4 -> 1
b : 778.0000, 4 -> 2
c : 758.0000, 4 -> 6
a : -58.0000, 5 -> 2
b : 386.0000, 5 -> 1
c : 964.0000, 5 -> 0
a : 489.0000, 6 -> 3
b : 600.0000, 6 -> 4
c : 855.0000, 6 -> 0
a : -211.0000, 0 -> 3
c : -178.0000, 1 -> 0
b : 339.0000, 2 -> 1
a : -411.0000, 3 -> 3
a : -48.0000, 4 -> 2
b : 288.0000, 5 -> 6
a : -19.0000, 6 -> 2
c : 389.0000, 6 -> 5
