a : -112.0000, 0 -> 2
b : -548.0000, 0 -> 1
c : 926.0000, 0 -> 0
d : -607.0000, 0 -> 4
a : -346.0000, 1 -> 5
b : 985.0000, 1 -> 1
c : -531.0000, 1 -> 4
d : 569.0000, 1 -> 1
a : -630.0000, 2 -> 2
b : 822.0000, 2 -> 4
c : 182.0000, 2 -> 2
d : -405.0000, 2 -> 5
a : -93.0000, 3 -> 2
b : 976.0000, 3 -> 4
c : -256.0000, 3 -> 4
d : -677.0000, 3 -> 0
a : 713.0000, 4 -> 5
b : -982.0000, 4 -> 5
c : 13.0000, 4 -> 1
d : 605.0000, 4 -> 3
a : -431.0000, 5 -> 0
b : 658.0000, 5 -> 4
c : -541.0000, 5 -> 5
d : -172.0000, 5 -> 0
b : -508.0000, 0 -> 0
b : -314.0000, 0 -> 3
c : -780.0000, 1 -> 0
b : -145.0000, 1 -> 3
b : 138.0000, 2 -> 2
c : -213.0000, 2 -> 3
c : 826.0000, 3 -> 2
a : 147.0000, 3 -> 3
d : -131.0000, 4 -> 1
c : -990.0000, 4 -> 3
b : -447.0000, 5 -> 5
a : 183.0000, 5 -> 5
