a : -675.0000, 0 -> 5
b : 122.0000, 0 -> 4
c : -503.0000, 0 -> 1
a : 106.0000, 1 -> 5
b : 192.0000, 1 -> 4
c : -676.0000, 1 -> 1
a : 145.0000, 2 -> 5
b : -435.0000, 2 -> 2
c : -675.0000, 2 -> 5
a : 59.0000, 3 -> 2
b : -652.0000, 3 -> 0
c : -276.0000, 3 -> 1
a : -76.0000, 4 -> 2
b : 799.0000, 4 -> 4
c : -122.0000, 4 -> 3
a : 70.0000, 5 -> 1
b : -962.0000, 5 -> 2
c : -809.0000, 5 -> 1
a : 124.0000, 0 -> 3
b : 61.0000, 1 -> 3
c : 323.0000, 2 -> 3
a : 466.0000, 3 -> 5
b : 634.0000, 4 -> 3
b : 948.0000, 5 -> 3
