a : 196.0000, 0 -> 2
b : 12.0000, 0 -> 2
c : 716.0000, 0 -> 0
d : 310.0000, 0 -> 3
a : 239.0000, 1 -> 5
b : 38.0000, 1 -> 2
c : -488.0000, 1 -> 5
d : -817.0000, 1 -> 4
a : 122.0000, 2 -> 4
b : -584.0000, 2 -> 3
c : 367.0000, 2 -> 4
d : 619.0000, 2 -> 4
a : 572.0000, 3 -> 1
b : 788.0000, 3 -> 3
c : 31.0000, 3 -> 5
d : 199.0000, 3 -> 1
a : -88.0000, 4 -> 4
b : 460.0000, 4 -> 1
c : 663.0000, 4 -> 3
d : -264.0000, 4 -> 1
a : -874.0000, 5 -> 0
b : 715.0000, 5 -> 0
c : 846.0000, 5 -> 3
d : -294.0000, 5 -> 3
c : 612.0000, 0 -> 4
b : 497.0000, 0 -> 4
c : -990.0000, 1 -> 4
b : -205.0000, 1 -> 5
c : -703.0000, 2 -> 1
b : 82.0000, 2 -> 1
a : -175.0000, 3 -> 0
d : -361.0000, 3 -> 2
a : -61.0000, 4 -> 2
c : 183.0000, 4 -> 2
a : 306.0000, 5 -> 3
d : 156.0000, 5 -> 4
