a : -385.0000, 0 -> 1
b : -700.0000, 0 -> 0
c : -624.0000, 0 -> 2
a : -779.0000, 1 -> 1
b : 560.0000, 1 -> 3
c : -689.0000, 1 -> 0
a : 615.0000, 2 -> 1
b : -748.0000, 2 -> 4
c : -630.0000, 2 -> 1
a : -768.0000, 3 -> 1
b : 626.0000, 3 -> 0
c : -536.0000, 3 -> 3
a : 83.0000, 4 -> 4
b : -985.0000, 4 -> 0
c : 380.0000, 4 -> 3
a : 52.0000, 5 -> 2
b : 421.0000, 5 -> 2
c : -594.0000, 5 -> 0
a : -565.0000, 0 -> 4
a : 418.0000, 1 -> 4
b : -407.0000, 2 -> 1
b : -40.0000, 3 -> 1
c : -915.0000, 4 -> 1
b : 374.0000, 5 -> 3
c : -376.0000, 4 -> 5
