a : 27.0000, 0 -> 4
b : 994.0000, 0 -> 0
c : 703.0000, 0 -> 0
d : 104.0000, 0 -> 2
a : -971.0000, 1 -> 0
b : -346.0000, 1 -> 2
c : 942.0000, 1 -> 0
d : 234.0000, 1 -> 4
a : 549.0000, 2 -> 0
b : -857.0000, 2 -> 1
c : -977.0000, 2 -> 0
d : 783.0000, 2 -> 0
a : -17.0000, 3 -> 1
b : 393.0000, 3 -> 1
c : 421.0000, 3 -> 0
d : 48.0000, 3 -> 2
a : 831.0000, 4 -> 1
b : -648.0000, 4 -> 1
c : 677.0000, 4 -> 1
d : -48.0000, 4 -> 1
d : 70.0000, 0 -> 0
b : 347.0000, 0 -> 4
a : 291.0000, 1 -> 4
b : 243.0000, 1 -> 1
a : -93.0000, 2 -> 1
a : 597.0000, 2 -> 4
d : 459.0000, 3 -> 4
a : -302.0000, 3 -> 0
a : 176.0000, 4 -> 0
c : 974.0000, 4 -> 3
