a : 92.0000, 0 -> 3
b : -121.0000, 0 -> 5
c : 267.0000, 0 -> 0
a : -526.0000, 1 -> 0
b : -396.0000, 1 -> 5
c : -669.0000, 1 -> 1
a : -134.0000, 2 -> 1
b : 3.0000, 2 -> 4
c : -188.0000, 2 -> 5
a : 246.0000, 3 -> 2
b : 747.0000, 3 -> 5
c : 808.0000, 3 -> 1
a : -553.0000, 4 -> 3
b : -854.0000, 4 -> 2
c : -885.0000, 4 -> 3
a : -677.0000, 5 -> 4
b : -695.0000, 5 -> 4
c : -902.0000, 5 -> 5
b : -963.0000, 0 -> 3
c : 977.0000, 1 -> 4
c : 351.0000, 2 -> 4
b : 791.0000, 3 -> 2
b : -617.0000, 4 -> 4
b : -740.0000, 5 -> 1
