a : -701.0000, 0 -> 0
b : 828.0000, 0 -> 0
a : 740.0000, 1 -> 3
b : 969.0000, 1 -> 6
a : 42.0000, 2 -> 0
b : 928.0000, 2 -> 5
a : -302.0000, 3 -> 7
b : -42.0000, 3 -> 4
a : 478.0000, 4 -> 3
b : 695.0000, 4 -> 4
a : -462.0000, 5 -> 7
b : -591.0000, 5 -> 3
a : -172.0000, 6 -> 1
b : 366.0000, 6 -> 5
a : -107.0000, 7 -> 5
b : 843.0000, 7 -> 7
a : -565.0000, 0 -> 4
a : 760.0000, 1 -> 7
b : 954.0000, 2 -> 3
a : 376.0000, 3 -> 1
b : -194.0000, 4 -> 5
a : 277.0000, 5 -> 6
b : -57.0000, 6 -> 7
b : 494.0000, 7 -> 3
a : 381.0000, 7 -> 2
