a : -584.0000, 0 -> 1
b : -977.0000, 0 -> 2
c : 994.0000, 0 -> 1
d : 207.0000, 0 -> 6
a : -164.0000, 1 -> 5
b : 37.0000, 1 -> 3
c : -367.0000, 1 -> 4
d : 953.0000, 1 -> 4
a : -42.0000, 2 -> 2
b : -194.0000, 2 -> 2
c : 424.0000, 2 -> 2
d : -219.0000, 2 -> 0
a : -546.0000, 3 -> 2
b : 680.0000, 3 -> 6
c : -504.0000, 3 -> 4
d : 369.0000, 3 -> 6
a : 772.0000, 4 -> 6
b : 864.0000, 4 -> 5
c : 277.0000, 4 -> 1
d : 731.0000, 4 -> 0
a : -253.0000, 5 -> 2
b : -493.0000, 5 -> 3
c : 618.0000, 5 -> 0
d : 476.0000, 5 -> 4
a : 725.0000, 6 -> 5
b : -124.0000, 6 -> 3
c : 333.0000, 6 -> 2
d : -809.0000, 6 -> 0
b : 721.0000, 0 -> 1
a : -532.0000, 0 -> 6
d : 619.0000, 1 -> 3
c : -663.0000, 1 -> 3
d : -572.0000, 2 -> 2
b : -933.0000, 2 -> 4
a : 239.0000, 3 -> 4
a : 504.0000, 3 -> 5
c : 211.0000, 4 -> 4
d : 740.0000, 4 -> 1
b : 856.0000, 5 -> 2
a : 775.0000, 5 -> 0
c : 971.0000, 6 -> 3
c : -886.0000, 6 -> 5
