a : 835.0000, 0 -> 2
b : 514.0000, 0 -> 4
c : 107.0000, 0 -> 6
a : 749.0000, 1 -> 5
b : -311.0000, 1 -> 3
c : -653.0000, 1 -> 4
a : -9.0000, 2 -> 5
b : 870.0000, 2 -> 2
c : 883.0000, 2 -> 5
a : -31.0000, 3 -> 6
b : 188.0000, 3 -> 1
c : 292.0000, 3 -> 6
a : -793.0000, 4 -> 5
b : -387.0000, 4 -> 6
c : -774.0000, 4 -> 1
a : -107.0000, 5 -> 1
b : 518.0000, 5 -> 5
c : -470.0000, 5 -> 1
a : -865.0000, 6 -> 6
b : 291.0000, 6 -> 2
c : 871.0000, 6 -> 1
b : -179.0000, 0 -> 5
c : 296.0000, 1 -> 1
b : 804.0000, 2 -> 4
b : 311.0000, 3 -> 0
b : 751.0000, 4 -> 1
a : 820.0000, 5 -> 4
a : 889.0000, 6 -> 3
