a : 41.0000, 0 -> 6
b : 497.0000, 0 -> 5
c : -746.0000, 0 -> 3
d : 945.0000, 0 -> 0
a : -970.0000, 1 -> 2
b : -424.0000, 1 -> 6
c : 125.0000, 1 -> 2
d : -808.0000, 1 -> 2
a : 17.0000, 2 -> 3
b : -475.0000, 2 -> 0
c : 205.0000, 2 -> 3
d : 591.0000, 2 -> 2
a : -783.0000, 3 -> 5
b : -722.0000, 3 -> 0
c : -730.0000, 3 -> 3
d : 206.0000, 3 -> 4
a : -574.0000, 4 -> 0
b : -176.0000, 4 -> 1
c : 712.0000, 4 -> 4
d : -328.0000, 4 -> 6
a : 557.0000, 5 -> 1
b : 981.0000, 5 -> 2
c : 231.0000, 5 -> 1
d : -386.0000, 5 -> 4
a : 718.0000, 6 -> 4
b : 689.0000, 6 -> 3
c : 484.0000, 6 -> 4
d : -555.0000, 6 -> 2
d : 114.0000, 0 -> 4
c : 332.0000, 0 -> 4
b : -128.0000, 1 -> 5
b : 226.0000, 1 -> 4
b : -963.0000, 2 -> 2
c : -613.0000, 2 -> 6
c : 625.0000, 3 -> 2
c : -225.0000, 3 -> 1
d : -610.0000, 4 -> 1
c : 723.0000, 4 -> 1
a : 196.0000, 5 -> 0
b : 611.0000, 5 -> 4
b : -506.0000, 6 -> 1
c : 273.0000, 6 -> 2
