a : 842.0000, 0 -> 3
b : -341.0000, 0 -> 2
c : -748.0000, 0 -> 0
a : -480.0000, 1 -> 3
b : 217.0000, 1 -> 1
c : -349.0000, 1 -> 1
a : 439.0000, 2 -> 5
b : -963.0000, 2 -> 1
c : 775.0000, 2 -> 3
a : -987.0000, 3 -> 0
b : -880.0000, 3 -> 4
c : -330.0000, 3 -> 1
a : 486.0000, 4 -> 0
b : -270.0000, 4 -> 2
c : -114.0000, 4 -> 3
a : -201.0000, 5 -> 4
b : 455.0000, 5 -> 2
c : 401.0000, 5 -> 5
a : -997.0000, 0 -> 2
b : -553.0000, 1 -> 5
c : -190.0000, 2 -> 2
c : -372.0000, 3 -> 0
c : -882.0000, 4 -> 4
b : 736.0000, 5 -> 4
