a : 94.0000, 0 -> 0
b : 560.0000, 0 -> 3
c : 818.0000, 0 -> 1
d : -534.0000, 0 -> 1
a : 776.0000, 1 -> 3
b : 392.0000, 1 -> 3
c : 996.0000, 1 -> 5
d : -825.0000, 1 -> 1
a : -582.0000, 2 -> 4
b : -218.0000, 2 -> 4
c : -823.0000, 2 -> 0
d : -754.0000, 2 -> 3
a : -939.0000, 3 -> 2
b : 740.0000, 3 -> 6
c : 677.0000, 3 -> 0
d : -762.0000, 3 -> 4
a : 593.0000, 4 -> 3
b : 28.0000, 4 -> 2
c : -315.0000, 4 -> 3
d : -605.0000, 4 -> 5
a : 636.0000, 5 -> 3
b : 95.0000, 5 -> 2
c : -746.0000, 5 -> 0
d : -712.0000, 5 -> 0
a : 521.0000, 6 -> 3
b : -762.0000, 6 -> 5
c : 566.0000, 6 -> 2
d : 101.0000, 6 -> 7
a : -980.0000, 7 -> 4
b : 592.0000, 7 -> 3
c : -453.0000, 7 -> 6
d : 554.0000, 7 -> 0
c : -264.0000, 0 -> 0
c : 986.0000, 0 -> 7
c : -743.0000, 1 -> 0
a : -376.0000, 1 -> 4
b : -419.0000, 2 -> 3
b : -784.0000, 2 -> 0
d : 25.0000, 3 -> 3
b : -150.0000, 3 -> 4
d : 525.0000, 4 -> 4
c : 309.0000, 4 -> 6
b : -312.0000, 5 -> 1
b : 314.0000, 5 -> 5
d : -321.0000, 6 -> 1
b : -79.0000, 6 -> 7
b : -629.0000, 7 -> 7
d : -381.0000, 7 -> 6
