a : -889.0000, 0 -> 7
b : -294.0000, 0 -> 5
a : -629.0000, 1 -> 4
b : 91.0000, 1 -> 1
a : -899.0000, 2 -> 3
b : -661.0000, 2 -> 3
a : -83.0000, 3 -> 1
b : 652.0000, 3 -> 7
a : -257.0000, 4 -> 0
b : 249.0000, 4 -> 3
a : -385.0000, 5 -> 3
b : -928.0000, 5 -> 0
a : -423.0000, 6 -> 3
b : 185.0000, 6 -> 2
a : 517.0000, 7 -> 3
b : 564.0000, 7 -> 7
a : 421.0000, 0 -> 2
b : -55.0000, 1 -> 5
a : 828.0000, 2 -> 5
b : 554.0000, 3 -> 0
b : 609.0000, 4 -> 4
b : 204.0000, 5 -> 3
a : -774.0000, 6 -> 2
b : 407.0000, 7 -> 4
b : -653.0000, 5 -> 6
