a : -673.0000, 0 -> 4
b : -150.0000, 0 -> 4
c : 468.0000, 0 -> 2
a : 306.0000, 1 -> 5
b : 675.0000, 1 -> 2
c : 172.0000, 1 -> 3
a : 895.0000, 2 -> 2
b : -862.0000, 2 -> 4
c : 498.0000, 2 -> 2
a : 855.0000, 3 -> 3
b : 689.0000, 3 -> 4
c : 308.0000, 3 -> 4
a : 660.0000, 4 -> 2
b : -193.0000, 4 -> 5
c : 762.0000, 4 -> 7
a : -116.0000, 5 -> 0
b : -138.0000, 5 -> 5
c : 769.0000, 5 -> 1
a : -219.0000, 6 -> 2
b : -716.0000, 6 -> 7
c : 492.0000, 6 -> 0
a : 628.0000, 7 -> 3
b : -244.0000, 7 -> 6
c : 122.0000, 7 -> 1
c : 87.0000, 0 -> 4
c : 301.0000, 1 -> 5
a : -715.0000, 2 -> 1
a : -120.0000, 3 -> 1
a : -661.0000, 4 -> 1
b : 224.0000, 5 -> 1
b : -189.0000, 6 -> 1
c : 992.0000, 7 -> 5
