a : -869.0000, 0 -> 4
b : 426.0000, 0 -> 3
c : 243.0000, 0 -> 3
a : -484.0000, 1 -> 1
b : 747.0000, 1 -> 5
c : 402.0000, 1 -> 5
a : 980.0000, 2 -> 5
b : 785.0000, 2 -> 5
c : 519.0000, 2 -> 3
a : 931.0000, 3 -> 2
b : -789.0000, 3 -> 3
c : 876.0000, 3 -> 5
a : -290.0000, 4 -> 4
b : -240.0000, 4 -> 0
c : 305.0000, 4 -> 5
a : -585.0000, 5 -> 2
b : -929.0000, 5 -> 2
c : 319.0000, 5 -> 3
a : 572.0000, 0 -> 5
b : 732.0000, 1 -> 0
a : -725.0000, 2 -> 0
a : -126.0000, 3 -> 3
b : -373.0000, 4 -> 5
c : 664.0000, 5 -> 5
a : 789.0000, 0 -> 1
