a : -612.0000, 0 -> 6
b : -576.0000, 0 -> 4
c : 649.0000, 0 -> 5
a : -875.0000, 1 -> 0
b : 884.0000, 1 -> 4
c : 758.0000, 1 -> 6
a : -314.0000, 2 -> 4
b : -988.0000, 2 -> 6
c : 353.0000, 2 -> 5
a : -196.0000, 3 -> 4
b : 210.0000, 3 -> 3
c : -344.0000, 3 -> 0
a : -446.0000, 4 -> 6
b : 920.0000, 4 -> 3
c : -646.0000, 4 -> 0
a : 211.0000, 5 -> 5
b : -817.0000, 5 -> 6
c : 468.0000, 5 -> 6
a : -561.0000, 6 -> 1
b : 543.0000, 6 -> 1
c : -505.0000, 6 -> 3
a : -493.0000, 0 -> 0
c : -148.0000, 1 -> 3
b : -822.0000, 2 -> 2
c : 232.0000, 3 -> 4
c : -923.0000, 4 -> 2
a : -235.0000, 5 -> 4
c : 194.0000, 6 -> 6
