a : -683.0000, 0 -> 2
b : -458.0000, 0 -> 1
c : 794.0000, 0 -> 0
a : 529.0000, 1 -> 4
b : -789.0000, 1 -> 6
c : -102.0000, 1 -> 7
a : -225.0000, 2 -> 2
b : 214.0000, 2 -> 7
c : 190.0000, 2 -> 0
a : -123.0000, 3 -> 6
b : -790.0000, 3 -> 5
c : 54.0000, 3 -> 4
a : 912.0000, 4 -> 2
b : -239.0000, 4 -> 1
c : -338.0000, 4 -> 4
a : 968.0000, 5 -> 0
b : -92.0000, 5 -> 3
c : 855.0000, 5 -> 0
a : -106.0000, 6 -> 6
b : -197.0000, 6 -> 1
c : -590.0000, 6 -> 1
a : -960.0000, 7 -> 0
b : -369.0000, 7 -> 4
c : 163.0000, 7 -> 0
c : 61.0000, 0 -> 4
a : -885.0000, 1 -> 5
a : -82.0000, 2 -> 3
b : 300.0000, 3 -> 6
c : 238.0000, 4 -> 5
b : 565.0000, 5 -> 4
c : 231.0000, 6 -> 3
b : 166.0000, 7 -> 2
