a : -544.0000, 0 -> 5
b : -392.0000, 0 -> 3
c : -91.0000, 0 -> 7
a : 913.0000, 1 -> 4
b : 838.0000, 1 -> 7
c : -756.0000, 1 -> 2
a : 477.0000, 2 -> 2
b : 501.0000, 2 -> 4
c : 877.0000, 2 -> 7
a : -813.0000, 3 -> 5
b : 70.0000, 3 -> 2
c : 500.0000, 3 -> 6
a : 488.0000, 4 -> 2
b : 188.0000, 4 -> 6
c : -62.0000, 4 -> 7
a : 182.0000, 5 -> 7
b : -879.0000, 5 -> 7
c : 230.0000, 5 -> 4
a : -86.0000, 6 -> 3
b : -925.0000, 6 -> 1
c : 75.0000, 6 -> 4
a : -914.0000, 7 -> 0
b : -498.0000, 7 -> 3
c : 130.0000, 7 -> 4
a : 329.0000, 0 -> 7
c : 913.0000, 1 -> 7
c : -830.0000, 2 -> 0
b : -956.0000, 3 -> 1
c : -651.0000, 4 -> 4
b : 71.0000, 5 -> 4
c : -426.0000, 6 -> 0
c : -694.0000, 7 -> 5
