a : -561.0000, 0 -> 5
b : 165.0000, 0 -> 5
a : -679.0000, 1 -> 2
b : 276.0000, 1 -> 0
a : -792.0000, 2 -> 7
b : -922.0000, 2 -> 7
a : 328.0000, 3 -> 7
b : -739.0000, 3 -> 2
a : -865.0000, 4 -> 6
b : -423.0000, 4 -> 7
a : -933.0000, 5 -> 3
b : 483.0000, 5 -> 7
a : -190.0000, 6 -> 6
b : 584.0000, 6 -> 3
a : 290.0000, 7 -> 7
b : 889.0000, 7 -> 1
a : 290.0000, 0 -> 4
a : -557.0000, 1 -> 4
a : 262.0000, 2 -> 3
a : -301.0000, 3 -> 4
b : 642.0000, 4 -> 3
b : 293.0000, 5 -> 5
b : 74.0000, 6 -> 7
a : -834.0000, 7 -> 6
