a : 883.0000, 0 -> 3
b : -527.0000, 0 -> 0
c : -483.0000, 0 -> 5
d : -473.0000, 0 -> 4
a : -514.0000, 1 -> 2
b : -691.0000, 1 -> 2
c : -131.0000, 1 -> 5
d : -85.0000, 1 -> 4
a : -149.0000, 2 -> 4
b : -367.0000, 2 -> 1
c : -208.0000, 2 -> 5
d : -183.0000, 2 -> 1
a : -260.0000, 3 -> 2
b : 717.0000, 3 -> 2
c : -322.0000, 3 -> 1
d : -306.0000, 3 -> 0
a : 81.0000, 4 -> 2
b : -544.0000, 4 -> 0
c : 485.0000, 4 -> 0
d : 242.0000, 4 -> 1
a : -878.0000, 5 -> 1
b : -387.0000, 5 -> 2
c : -280.0000, 5 -> 2
d : -314.0000, 5 -> 5
a : 345.0000, 6 -> 1
b : -358.0000, 6 -> 1
c : -105.0000, 6 -> 0
d : -596.0000, 6 -> 2
b : 845.0000, 0 -> 1
c : 317.0000, 0 -> 4
a : 51.0000, 1 -> 3
b : 756.0000, 1 -> 3
d : -535.0000, 2 -> 0
c : 548.0000, 2 -> 3
a : -991.0000, 3 -> 6
d : 784.0000, 3 -> 3
a : 319.0000, 4 -> 5
d : -397.0000, 4 -> 6
a : -104.0000, 5 -> 6
d : -505.0000, 5 -> 3
b : 610.0000, 6 -> 3
b : -902.0000, 6 -> 6
