a : 712.0000, 0 -> 0
b : 408.0000, 0 -> 0
c : -455.0000, 0 -> 2
a : 677.0000, 1 -> 4
b : 836.0000, 1 -> 1
c : -800.0000, 1 -> 3
a : 928.0000, 2 -> 2
b : 293.0000, 2 -> 0
c : 861.0000, 2 -> 1
a : 950.0000, 3 -> 1
b : 225.0000, 3 -> 3
c : -595.0000, 3 -> 0
a : -520.0000, 4 -> 0
b : 413.0000, 4 -> 3
c : 350.0000, 4 -> 5
a : 738.0000, 5 -> 2
b : -76.0000, 5 -> 3
c : -223.0000, 5 -> 6
a : 244.0000, 6 -> 5
b : 29.0000, 6 -> 5
c : 122.0000, 6 -> 4
a : -650.0000, 7 -> 7
b : -392.0000, 7 -> 0
c : 669.0000, 7 -> 1
a : 262.0000, 0 -> 3
b : 908.0000, 1 -> 6
b : -700.0000, 2 -> 2
b : -403.0000, 3 -> 2
c : -837.0000, 4 -> 6
a : 363.0000, 5 -> 5
c : 564.0000, 6 -> 7
c : -127.0000, 7 -> 6
