a : 554.0000, 0 -> 4
b : -15.0000, 0 -> 0
c : -537.0000, 0 -> 6
a : 254.0000, 1 -> 1
b : 410.0000, 1 -> 3
c : 141.0000, 1 -> 0
a : -985.0000, 2 -> 2
b : 564.0000, 2 -> 2
c : 184.0000, 2 -> 1
a : -123.0000, 3 -> 0
b : 798.0000, 3 -> 3
c : 58.0000, 3 -> 1
a : 497.0000, 4 -> 6
b : -950.0000, 4 -> 0
c : -249.0000, 4 -> 4
a : -678.0000, 5 -> 4
b : -776.0000, 5 -> 5
c : 162.0000, 5 -> 1
a : 234.0000, 6 -> 3
b : -363.0000, 6 -> 4
c : 222.0000, 6 -> 0
c : 841.0000, 0 -> 5
c : 133.0000, 1 -> 4
a : 201.0000, 2 -> 1
a : 499.0000, 3 -> 2
c : -974.0000, 4 -> 3
c : 627.0000, 5 -> 2
c : 308.0000, 6 -> 5
