a : 925.0000, 0 -> 3
b : -586.0000, 0 -> 0
c : -736.0000, 0 -> 0
d : 372.0000, 0 -> 2
a : 249.0000, 1 -> 6
b : -918.0000, 1 -> 2
c : 712.0000, 1 -> 6
d : -329.0000, 1 -> 6
a : -813.0000, 2 -> 3
b : 823.0000, 2 -> 0
c : -581.0000, 2 -> 4
d : -880.0000, 2 -> 2
a : -344.0000, 3 -> 0
b : -175.0000, 3 -> 3
c : 429.0000, 3 -> 3
d : 501.0000, 3 -> 6
a : -538.0000, 4 -> 4
b : -201.0000, 4 -> 6
c : 288.0000, 4 -> 2
d : -452.0000, 4 -> 3
a : 689.0000, 5 -> 1
b : -774.0000, 5 -> 6
c : -419.0000, 5 -> 1
d : -347.0000, 5 -> 4
a : -642.0000, 6 -> 6
b : -846.0000, 6 -> 4
c : 217.0000, 6 -> 6
d : 629.0000, 6 -> 4
b : -579.0000, 0 -> 5
c : -126.0000, 0 -> 3
b : -975.0000, 1 -> 0
b : 943.0000, 1 -> 4
a : 774.0000, 2 -> 6
d : -242.0000, 2 -> 4
a : -9.0000, 3 -> 2
d : -562.0000, 3 -> 5
d : 817.0000, 4 -> 1
b : 772.0000, 4 -> 0
d : 602.0000, 5 -> 6
c : -606.0000, 5 -> 2
d : -458.0000, 6 -> 0
c : -903.0000, 6 -> 1
