a : -739.0000, 0 -> 1
b : -134.0000, 0 -> 3
c : 691.0000, 0 -> 2
d : -514.0000, 0 -> 6
a : -111.0000, 1 -> 7
b : 156.0000, 1 -> 1
c : 862.0000, 1 -> 2
d : 932.0000, 1 -> 5
a : 629.0000, 2 -> 1
b : -95.0000, 2 -> 6
c : -350.0000, 2 -> 4
d : 307.0000, 2 -> 2
a : -165.0000, 3 -> 3
b : 101.0000, 3 -> 2
c : -209.0000, 3 -> 3
d : -555.0000, 3 -> 1
a : 384.0000, 4 -> 5
b : 48.0000, 4 -> 4
c : -190.0000, 4 -> 3
d : -412.0000, 4 -> 6
a : -281.0000, 5 -> 3
b : -556.0000, 5 -> 3
c : 489.0000, 5 -> 6
d : 94.0000, 5 -> 7
a : 499.0000, 6 -> 2
b : -419.0000, 6 -> 5
c : 458.0000, 6 -> 7
d : 533.0000, 6 -> 2
a : 35.0000, 7 -> 3
b : -53.0000, 7 -> 2
c : -702.0000, 7 -> 0
d : 959.0000, 7 -> 4
d : -924.0000, 0 -> 2
a : -731.0000, 0 -> 3
d : 284.0000, 1 -> 3
d : 188.0000, 1 -> 4
b : -112.0000, 2 -> 2
b : -798.0000, 2 -> 1
b : 551.0000, 3 -> 1
a : 170.0000, 3 -> 6
c : 545.0000, 4 -> 1
d : 240.0000, 4 -> 4
d : 50.0000, 5 -> 1
a : 447.0000, 5 -> 1
d : 28.0000, 6 -> 1
b : 525.0000, 6 -> 3
c : 105.0000, 7 -> 3
b : -97.0000, 7 -> 5
