a : 73.0000, 0 -> 2
b : 423.0000, 0 -> 0
c : -991.0000, 0 -> 2
d : 917.0000, 0 -> 2
a : -601.0000, 1 -> 3
b : 739.0000, 1 -> 0
c : -926.0000, 1 -> 4
d : 935.0000, 1 -> 4
a : 856.0000, 2 -> 0
b : -942.0000, 2 -> 3
c : -490.0000, 2 -> 2
d : 299.0000, 2 -> 2
a : -642.0000, 3 -> 3
b : 45.0000, 3 -> 1
c : -502.0000, 3 -> 3
d : -640.0000, 3 -> 2
a : -905.0000, 4 -> 2
b : 738.0000, 4 -> 2
c : -463.0000, 4 -> 0
d : -436.0000, 4 -> 3
a : -940.0000, 0 -> 0
d : 731.0000, 0 -> 3
a : 421.0000, 1 -> 1
c : 595.0000, 1 -> 1
a : 766.0000, 2 -> 1
d : 15.0000, 2 -> 3
c : 400.0000, 3 -> 1
a : -474.0000, 3 -> 4
a : 130.0000, 4 -> 1
d : 325.0000, 4 -> 4
