a : 662.0000, 0 -> 0
b : -209.0000, 0 -> 5
a : -318.0000, 1 -> 4
b : -657.0000, 1 -> 4
a : 168.0000, 2 -> 1
b : 319.0000, 2 -> 3
a : 461.0000, 3 -> 2
b : 372.0000, 3 -> 5
a : 129.0000, 4 -> 7
b : 412.0000, 4 -> 0
a : 464.0000, 5 -> 0
b : -562.0000, 5 -> 1
a : 294.0000, 6 -> 0
b : 936.0000, 6 -> 2
a : -640.0000, 7 -> 0
b : -316.0000, 7 -> 0
a : -833.0000, 0 -> 3
a : 687.0000, 1 -> 2
b : -127.0000, 2 -> 7
b : 469.0000, 3 -> 3
b : -132.0000, 4 -> 4
a : 32.0000, 5 -> 6
b : -949.0000, 6 -> 7
a : 107.0000, 7 -> 1
