a : -368.0000, 0 -> 1
b : 604.0000, 0 -> 1
c : -323.0000, 0 -> 4
d : 333.0000, 0 -> 0
a : 951.0000, 1 -> 0
b : 42.0000, 1 -> 2
c : -120.0000, 1 -> 4
d : 590.0000, 1 -> 1
a : -631.0000, 2 -> 5
b : -700.0000, 2 -> 3
c : 271.0000, 2 -> 3
d : 946.0000, 2 -> 6
a : 740.0000, 3 -> 4
b : 71.0000, 3 -> 6
c : 878.0000, 3 -> 1
d : 867.0000, 3 -> 1
a : -720.0000, 4 -> 0
b : 303.0000, 4 -> 3
c : 186.0000, 4 -> 4
d : 402.0000, 4 -> 4
a : -163.0000, 5 -> 3
b : 541.0000, 5 -> 3
c : 999.0000, 5 -> 5
d : 838.0000, 5 -> 5
a : 971.0000, 6 -> 6
b : 388.0000, 6 -> 4
c : 998.0000, 6 -> 1
d : 642.0000, 6 -> 3
d : -631.0000, 0 -> 5
c : -116.0000, 0 -> 0
a : 366.0000, 1 -> 5
d : -686.0000, 1 -> 6
d : -201.0000, 2 -> 4
d : -968.0000, 2 -> 5
d : 805.0000, 3 -> 6
c : 327.0000, 3 -> 3
b : -238.0000, 4 -> 5
a : -761.0000, 4 -> 1
a : 984.0000, 5 -> 4
b : -559.0000, 5 -> 2
b : 186.0000, 6 -> 6
b : -507.0000, 6 -> 5
