a : 694.0000, 0 -> 5
b : 999.0000, 0 -> 3
c : -557.0000, 0 -> 4
d : -945.0000, 0 -> 0
a : -712.0000, 1 -> 4
b : 146.0000, 1 -> 2
c : 323.0000, 1 -> 2
d : -843.0000, 1 -> 3
a : -883.0000, 2 -> 3
b : 923.0000, 2 -> 5
c : 436.0000, 2 -> 2
d : -455.0000, 2 -> 4
a : -673.0000, 3 -> 4
b : 125.0000, 3 -> 6
c : 696.0000, 3 -> 1
d : 142.0000, 3 -> 4
a : 446.0000, 4 -> 1
b : -8.0000, 4 -> 2
c : 707.0000, 4 -> 3
d : 683.0000, 4 -> 0
a : -692.0000, 5 -> 4
b : -589.0000, 5 -> 0
c : 544.0000, 5 -> 6
d : 254.0000, 5 -> 6
a : 590.0000, 6 -> 1
b : -383.0000, 6 -> 2
c : -560.0000, 6 -> 2
d : 44.0000, 6 -> 6
d : 634.0000, 0 -> 3
c : 994.0000, 0 -> 0
b : -767.0000, 1 -> 1
a : 792.0000, 1 -> 5
a : -719.0000, 2 -> 6
d : 168.0000, 2 -> 1
c : -907.0000, 3 -> 2
c : 730.0000, 3 -> 5
b : 465.0000, 4 -> 1
d : -36.0000, 4 -> 1
d : 575.0000, 5 -> 2
a : -934.0000, 5 -> 3
b : 51.0000, 6 -> 3
a : -563.0000, 6 -> 3
