a : 303.0000, 0 -> 4
b : 186.0000, 0 -> 2
c : -255.0000, 0 -> 3
d : -568.0000, 0 -> 2
a : 376.0000, 1 -> 4
b : 461.0000, 1 -> 2
c : -163.0000, 1 -> 3
d : 26.0000, 1 -> 4
a : -391.0000, 2 -> 4
b : 453.0000, 2 -> 3
c : -803.0000, 2 -> 3
d : 256.0000, 2 -> 0
a : 238.0000, 3 -> 2
b : 592.0000, 3 -> 1
c : -227.0000, 3 -> 1
d : -160.0000, 3 -> 0
a : -555.0000, 4 -> 3
b : -533.0000, 4 -> 4
c : 453.0000, 4 -> 1
d : -922.0000, 4 -> 0
a : 112.0000, 0 -> 3
c : -337.0000, 0 -> 1
c : -778.0000, 1 -> 2
a : 964.0000, 1 -> 0
b : -364.0000, 2 -> 1
d : -102.0000, 2 -> 1
a : -893.0000, 3 -> 1
b : -28.0000, 3 -> 4
c : -874.0000, 4 -> 4
a : 994.0000, 4 -> 2
