a : -171.0000, 0 -> 1
b : 903.0000, 0 -> 3
c : -840.0000, 0 -> 2
d : 703.0000, 0 -> 6
a : 2.0000, 1 -> 4
b : -441.0000, 1 -> 7
c : 147.0000, 1 -> 2
d : -804.0000, 1 -> 4
a : -465.0000, 2 -> 7
b : -495.0000, 2 -> 0
c : -189.0000, 2 -> 3
d : -738.0000, 2 -> 3
a : -338.0000, 3 -> 7
b : -728.0000, 3 -> 0
c : -659.0000, 3 -> 5
d : -74.0000, 3 -> 2
a : -632.0000, 4 -> 6
b : -237.0000, 4 -> 6
c : 394.0000, 4 -> 7
d : 519.0000, 4 -> 6
a : -177.0000, 5 -> 1
b : 305.0000, 5 -> 4
c : -718.0000, 5 -> 2
d : -564.0000, 5 -> 5
a : -836.0000, 6 -> 2
b : 947.0000, 6 -> 5
c : 862.0000, 6 -> 2
d : 526.0000, 6 -> 0
a : 910.0000, 7 -> 0
b : 842.0000, 7 -> 1
c : -914.0000, 7 -> 7
d : -450.0000, 7 -> 1
a : 690.0000, 0 -> 5
c : -598.0000, 0 -> 3
d : 865.0000, 1 -> 6
a : -190.0000, 1 -> 0
c : 942.0000, 2 -> 0
a : 912.0000, 2 -> 0
a : 523.0000, 3 -> 2
b : -716.0000, 3 -> 5
c : -856.0000, 4 -> 1
c : 582.0000, 4 -> 3
c : 289.0000, 5 -> 3
c : 882.0000, 5 -> 0
b : -596.0000, 6 -> 6
d : 338.0000, 6 -> 3
a : -1000.0000, 7 -> 4
c : 134.0000, 7 -> 5
