a : 539.0000, 0 -> 6
b : -46.0000, 0 -> 1
a : 665.0000, 1 -> 5
b : 872.0000, 1 -> 1
a : -722.0000, 2 -> 6
b : -600.0000, 2 -> 1
a : -77.0000, 3 -> 0
b : -603.0000, 3 -> 5
a : -800.0000, 4 -> 5
b : -520.0000, 4 -> 5
a : 867.0000, 5 -> 3
b : -801.0000, 5 -> 2
a : 487.0000, 6 -> 0
b : -743.0000, 6 -> 5
a : -876.0000, 7 -> 4
b : -341.0000, 7 -> 3
b : 604.0000, 0 -> 0
a : -81.0000, 1 -> 7
a : -412.0000, 2 -> 5
b : 543.0000, 3 -> 0
b : 30.0000, 4 -> 4
b : -242.0000, 5 -> 3
a : 925.0000, 6 -> 3
a : 249.0000, 7 -> 5
