a : 382.0000, 0 -> 2
b : 532.0000, 0 -> 0
c : 588.0000, 0 -> 1
a : 647.0000, 1 -> 4
b : 244.0000, 1 -> 4
c : 895.0000, 1 -> 5
a : 22.0000, 2 -> 1
b : 933.0000, 2 -> 1
c : 899.0000, 2 -> 5
a : -750.0000, 3 -> 0
b : -932.0000, 3 -> 3
c : 967.0000, 3 -> 1
a : 727.0000, 4 -> 1
b : -75.0000, 4 -> 5
c : -85.0000, 4 -> 4
a : 736.0000, 5 -> 5
b : -9.0000, 5 -> 0
c : -66.0000, 5 -> 4
a : 203.0000, 0 -> 0
c : 403.0000, 1 -> 3
b : -802.0000, 2 -> 4
c : -559.0000, 3 -> 2
c : -121.0000, 4 -> 3
b : -88.0000, 5 -> 2
