a : -935.0000, 0 -> 7
b : -966.0000, 0 -> 6
c : 347.0000, 0 -> 4
d : 872.0000, 0 -> 0
a : -846.0000, 1 -> 4
b : -494.0000, 1 -> 1
c : 33.0000, 1 -> 3
d : -838.0000, 1 -> 4
a : 400.0000, 2 -> 0
b : 333.0000, 2 -> 2
c : 484.0000, 2 -> 0
d : 31.0000, 2 -> 4
a : 144.0000, 3 -> 0
b : -335.0000, 3 -> 2
c : 466.0000, 3 -> 7
d : 133.0000, 3 -> 4
a : 21.0000, 4 -> 1
b : -716.0000, 4 -> 0
c : -428.0000, 4 -> 5
d : -61.0000, 4 -> 3
a : -386.0000, 5 -> 0
b : -869.0000, 5 -> 7
c : 265.0000, 5 -> 7
d : 660.0000, 5 -> 6
a : 576.0000, 6 -> 6
b : -778.0000, 6 -> 7
c : -384.0000, 6 -> 3
d : 281.0000, 6 -> 6
a : -644.0000, 7 -> 7
b : -209.0000, 7 -> 6
c : 138.0000, 7 -> 1
d : 923.0000, 7 -> 1
a : 323.0000, 0 -> 6
d : -579.0000, 0 -> 5
d : 987.0000, 1 -> 0
d : -163.0000, 1 -> 2
a : 911.0000, 2 -> 3
a : -319.0000, 2 -> 6
c : 16.0000, 3 -> 2
a : -262.0000, 3 -> 3
a : -325.0000, 4 -> 5
b : 519.0000, 4 -> 6
a : -220.0000, 5 -> 7
a : 635.0000, 5 -> 2
a : 145.0000, 6 -> 5
b : 383.0000, 6 -> 4
b : 256.0000, 7 -> 5
c : -853.0000, 7 -> 6
