a : 977.0000, 0 -> 5
b : -459.0000, 0 -> 6
c : -24.0000, 0 -> 4
a : -284.0000, 1 -> 2
b : 157.0000, 1 -> 4
c : 419.0000, 1 -> 6
a : 630.0000, 2 -> 3
b : -41.0000, 2 -> 6
c : -572.0000, 2 -> 4
a : -267.0000, 3 -> 5
b : -264.0000, 3 -> 0
c : -235.0000, 3 -> 2
a : 731.0000, 4 -> 0
b : 242.0000, 4 -> 5
c : 768.0000, 4 -> 6
a : -115.0000, 5 -> 2
b : -421.0000, 5 -> 5
c : 64.0000, 5 -> 1
a : -467.0000, 6 -> 4
b : -213.0000, 6 -> 3
c : -445.0000, 6 -> 2
c : 527.0000, 0 -> 2
b : 660.0000, 1 -> 6
c : 856.0000, 2 -> 5
b : 698.0000, 3 -> 2
c : 410.0000, 4 -> 3
b : 817.0000, 5 -> 2
b : 122.0000, 6 -> 1
