a : -959.0000, 0 -> 6
b : 553.0000, 0 -> 6
a : -770.0000, 1 -> 3
b : 374.0000, 1 -> 6
a : 424.0000, 2 -> 1
b : 434.0000, 2 -> 6
a : 630.0000, 3 -> 6
b : -608.0000, 3 -> 5
a : -53.0000, 4 -> 7
b : -924.0000, 4 -> 0
a : 383.0000, 5 -> 5
b : 133.0000, 5 -> 3
a : 880.0000, 6 -> 7
b : -82.0000, 6 -> 0
a : -115.0000, 7 -> 6
b : -246.0000, 7 -> 2
b : 594.0000, 0 -> 0
a : 454.0000, 1 -> 5
b : -442.0000, 2 -> 1
a : -70.0000, 3 -> 3
a : 230.0000, 4 -> 4
a : 958.0000, 5 -> 7
b : 934.0000, 6 -> 3
b : -306.0000, 7 -> 5
b : 240.0000, 1 -> 4
