a : 366.0000, 0 -> 2
b : -897.0000, 0 -> 2
a : 453.0000, 1 -> 1
b : -533.0000, 1 -> 1
a : -804.0000, 2 -> 4
b : -221.0000, 2 -> 5
a : 364.0000, 3 -> 1
b : 695.0000, 3 -> 7
a : 115.0000, 4 -> 4
b : 548.0000, 4 -> 4
a : -118.0000, 5 -> 7
b : -680.0000, 5 -> 2
a : 140.0000, 6 -> 0
b : -578.0000, 6 -> 4
a : -904.0000, 7 -> 6
b : -181.0000, 7 -> 1
a : -703.0000, 0 -> 6
a : 935.0000, 1 -> 7
b : 284.0000, 2 -> 6
a : 508.0000, 3 -> 5
b : 936.0000, 4 -> 6
a : 696.0000, 5 -> 6
b : 479.0000, 6 -> 1
b : 466.0000, 7 -> 0
a : -115.0000, 5 -> 3
