a : 1000.0000, 0 -> 0
b : 528.0000, 0 -> 3
c : -689.0000, 0 -> 3
a : 110.0000, 1 -> 5
b : 756.0000, 1 -> 6
c : -448.0000, 1 -> 0
a : 107.0000, 2 -> 2
b : 743.0000, 2 -> 1
c : 138.0000, 2 -> 7
a : 674.0000, 3 -> 3
b : 535.0000, 3 -> 6
c : 843.0000, 3 -> 6
a : -791.0000, 4 -> 3
b : 686.0000, 4 -> 5
c : -400.0000, 4 -> 7
a : 622.0000, 5 -> 5
b : -293.0000, 5 -> 7
c : 708.0000, 5 -> 7
a : 254.0000, 6 -> 2
b : -429.0000, 6 -> 7
c : -308.0000, 6 -> 1
a : 117.0000, 7 -> 7
b : 458.0000, 7 -> 3
c : -369.0000, 7 -> 4
c : -796.0000, 0 -> 2
a : -127.0000, 1 -> 3
c : 214.0000, 2 -> 0
c : 263.0000, 3 -> 7
b : -262.0000, 4 -> 0
b : 721.0000, 5 -> 3
c : 342.0000, 6 -> 5
c : 937.0000, 7 -> 2
