a : 378.0000, 0 -> 2
b : 70.0000, 0 -> 2
c : 700.0000, 0 -> 0
d : -650.0000, 0 -> 2
a : 310.0000, 1 -> 0
b : 970.0000, 1 -> 2
c : -860.0000, 1 -> 2
d : -399.0000, 1 -> 2
a : -514.0000, 2 -> 3
b : 66.0000, 2 -> 3
c : -779.0000, 2 -> 0
d : 799.0000, 2 -> 0
a : -216.0000, 3 -> 0
b : -503.0000, 3 -> 0
c : -990.0000, 3 -> 2
d : 933.0000, 3 -> 2
d : 453.0000, 0 -> 3
a : 483.0000, 0 -> 0
b : 125.0000, 1 -> 3
c : -456.0000, 1 -> 3
c : 795.0000, 2 -> 1
a : -105.0000, 2 -> 1
c : -434.0000, 3 -> 1
c : -386.0000, 3 -> 3
