a : 761.0000, 0 -> 5
b : -247.0000, 0 -> 1
c : -453.0000, 0 -> 6
a : 678.0000, 1 -> 7
b : 57.0000, 1 -> 3
c : -794.0000, 1 -> 6
a : -484.0000, 2 -> 7
b : 458.0000, 2 -> 5
c : -111.0000, 2 -> 1
a : -310.0000, 3 -> 5
b : -820.0000, 3 -> 2
c : 35.0000, 3 -> 7
a : 173.0000, 4 -> 1
b : 375.0000, 4 -> 0
c : 299.0000, 4 -> 1
a : 763.0000, 5 -> 1
b : -92.0000, 5 -> 1
c : -557.0000, 5 -> 3
a : 499.0000, 6 -> 3
b : 382.0000, 6 -> 2
c : 602.0000, 6 -> 4
a : 724.0000, 7 -> 3
b : -423.0000, 7 -> 1
c : 696.0000, 7 -> 6
a : -641.0000, 0 -> 1
c : -95.0000, 1 -> 0
b : 345.0000, 2 -> 6
c : -490.0000, 3 -> 5
a : -209.0000, 4 -> 2
c : 722.0000, 5 -> 5
a : -576.0000, 6 -> 0
a : -599.0000, 7 -> 7
