a : -372.0000, 0 -> 2
b : 50.0000, 0 -> 1
c : 148.0000, 0 -> 2
d : -845.0000, 0 -> 2
a : -953.0000, 1 -> 6
b : 811.0000, 1 -> 3
c : -433.0000, 1 -> 1
d : -808.0000, 1 -> 1
a : 292.0000, 2 -> 6
b : -379.0000, 2 -> 3
c : 302.0000, 2 -> 3
d : 34.0000, 2 -> 5
a : -432.0000, 3 -> 2
b : 593.0000, 3 -> 1
c : -12.0000, 3 -> 6
d : 507.0000, 3 -> 5
a : -451.0000, 4 -> 3
b : -652.0000, 4 -> 4
c : -90.0000, 4 -> 4
d : -120.0000, 4 -> 5
a : -390.0000, 5 -> 4
b : -239.0000, 5 -> 4
c : -88.0000, 5 -> 6
d : 484.0000, 5 -> 3
a : 848.0000, 6 -> 1
b : -706.0000, 6 -> 2
c : 838.0000, 6 -> 0
d : 428.0000, 6 -> 5
a : -488.0000, 0 -> 4
a : 976.0000, 0 -> 3
a : -246.0000, 1 -> 2
b : -415.0000, 1 -> 6
c : 196.0000, 2 -> 0
c : -588.0000, 2 -> 5
b : -400.0000, 3 -> 5
d : -378.0000, 3 -> 2
a : 256.0000, 4 -> 4
d : 737.0000, 4 -> 6
c : 851.0000, 5 -> 3
c : 419.0000, 5 -> 2
c : 187.0000, 6 -> 1
d : 691.0000, 6 -> 3
