a : 768.0000, 0 -> 3
b : 957.0000, 0 -> 5
a : 919.0000, 1 -> 4
b : -639.0000, 1 -> 7
a : 570.0000, 2 -> 1
b : 561.0000, 2 -> 2
a : 297.0000, 3 -> 6
b : -288.0000, 3 -> 0
a : -195.0000, 4 -> 5
b : -904.0000, 4 -> 2
a : 393.0000, 5 -> 7
b : 886.0000, 5 -> 3
a : -286.0000, 6 -> 1
b : -835.0000, 6 -> 3
a : 106.0000, 7 -> 5
b : 647.0000, 7 -> 2
a : -361.0000, 0 -> 2
b : 277.0000, 1 -> 0
b : 291.0000, 2 -> 5
a : -517.0000, 3 -> 1
b : 133.0000, 4 -> 4
b : -563.0000, 5 -> 0
b : 656.0000, 6 -> 7
b : 987.0000, 7 -> 1
