a : -260.0000, 0 -> 7
b : -988.0000, 0 -> 5
a : -719.0000, 1 -> 3
b : 727.0000, 1 -> 1
a : -72.0000, 2 -> 4
b : -829.0000, 2 -> 5
a : -802.0000, 3 -> 6
b : -661.0000, 3 -> 3
a : 716.0000, 4 -> 4
b : -161.0000, 4 -> 0
a : -802.0000, 5 -> 4
b : 357.0000, 5 -> 2
a : -216.0000, 6 -> 0
b : 458.0000, 6 -> 3
a : 59.0000, 7 -> 3
b : 135.0000, 7 -> 4
a : 526.0000, 0 -> 3
a : -802.0000, 1 -> 2
b : -346.0000, 2 -> 2
b : -267.0000, 3 -> 5
a : -822.0000, 4 -> 7
b : -66.0000, 5 -> 7
b : 193.0000, 6 -> 6
b : 267.0000, 7 -> 1
