a : -586.0000, 0 -> 2
b : 360.0000, 0 -> 3
c : 453.0000, 0 -> 4
a : -118.0000, 1 -> 2
b : -403.0000, 1 -> 4
c : -870.0000, 1 -> 2
a : -599.0000, 2 -> 3
b : 122.0000, 2 -> 4
c : 761.0000, 2 -> 3
a : 491.0000, 3 -> 4
b : -915.0000, 3 -> 4
c : -643.0000, 3 -> 0
a : -788.0000, 4 -> 2
b : 757.0000, 4 -> 5
c : -18.0000, 4 -> 0
a : -743.0000, 5 -> 3
b : 189.0000, 5 -> 1
c : 961.0000, 5 -> 2
c : -507.0000, 0 -> 0
c : -735.0000, 1 -> 0
a : -819.0000, 2 -> 5
a : 937.0000, 3 -> 0
a : 314.0000, 4 -> 0
b : -430.0000, 5 -> 0
