a : -644.0000, 0 -> 3
b : 149.0000, 0 -> 3
c : 795.0000, 0 -> 3
d : -450.0000, 0 -> 4
a : 872.0000, 1 -> 3
b : -798.0000, 1 -> 4
c : 443.0000, 1 -> 0
d : 326.0000, 1 -> 1
a : -467.0000, 2 -> 1
b : -922.0000, 2 -> 0
c : 196.0000, 2 -> 3
d : -14.0000, 2 -> 5
a : 989.0000, 3 -> 1
b : 725.0000, 3 -> 4
c : -287.0000, 3 -> 4
d : -740.0000, 3 -> 3
a : -769.0000, 4 -> 2
b : -523.0000, 4 -> 3
c : -339.0000, 4 -> 4
d : 362.0000, 4 -> 5
a : 515.0000, 5 -> 5
b : -592.0000, 5 -> 5
c : 559.0000, 5 -> 3
d : 666.0000, 5 -> 2
c : 858.0000, 0 -> 4
d : -118.0000, 0 -> 2
a : -488.0000, 1 -> 2
b : 727.0000, 1 -> 1
a : 835.0000, 2 -> 3
c : -150.0000, 2 -> 2
a : -451.0000, 3 -> 4
c : 443.0000, 3 -> 0
a : -969.0000, 4 -> 0
c : -346.0000, 4 -> 2
c : -905.0000, 5 -> 0
d : 362.0000, 5 -> 1
