a : 884.0000, 0 -> 5
b : 432.0000, 0 -> 1
c : 893.0000, 0 -> 1
d : -904.0000, 0 -> 2
a : -901.0000, 1 -> 3
b : 909.0000, 1 -> 4
c : 445.0000, 1 -> 1
d : -150.0000, 1 -> 2
a : 158.0000, 2 -> 1
b : -133.0000, 2 -> 5
c : 10.0000, 2 -> 3
d : 823.0000, 2 -> 5
a : 903.0000, 3 -> 5
b : 94.0000, 3 -> 5
c : 645.0000, 3 -> 3
d : -377.0000, 3 -> 2
a : -50.0000, 4 -> 3
b : -824.0000, 4 -> 2
c : -533.0000, 4 -> 3
d : 365.0000, 4 -> 0
a : -935.0000, 5 -> 3
b : 431.0000, 5 -> 4
c : -902.0000, 5 -> 3
d : 324.0000, 5 -> 0
a : 585.0000, 0 -> 3
a : -91.0000, 0 -> 2
c : -400.0000, 1 -> 0
a : 57.0000, 1 -> 1
b : -828.0000, 2 -> 2
b : -543.0000, 2 -> 0
a : -771.0000, 3 -> 3
b : -583.0000, 3 -> 4
b : -165.0000, 4 -> 1
d : -284.0000, 4 -> 2
a : -81.0000, 5 -> 0
a : -34.0000, 5 -> 5
