a : -236.0000, 0 -> 1
b : -907.0000, 0 -> 0
a : -527.0000, 1 -> 0
b : 366.0000, 1 -> 4
a : -848.0000, 2 -> 7
b : -348.0000, 2 -> 6
a : 819.0000, 3 -> 0
b : 353.0000, 3 -> 3
a : 632.0000, 4 -> 3
b : 241.0000, 4 -> 3
a : 176.0000, 5 -> 0
b : 808.0000, 5 -> 6
a : -161.0000, 6 -> 5
b : -65.0000, 6 -> 6
a : 610.0000, 7 -> 1
b : 746.0000, 7 -> 5
b : -662.0000, 0 -> 2
a : 109.0000, 1 -> 3
b : -394.0000, 2 -> 1
b : 686.0000, 3 -> 5
a : 651.0000, 4 -> 2
a : 800.0000, 5 -> 7
a : 679.0000, 6 -> 3
b : -654.0000, 7 -> 2
