a : 321.0000, 0 -> 3
b : -965.0000, 0 -> 2
c : -256.0000, 0 -> 4
a : 913.0000, 1 -> 1
b : -24.0000, 1 -> 0
c : -697.0000, 1 -> 6
a : -836.0000, 2 -> 3
b : 465.0000, 2 -> 3
c : 612.0000, 2 -> 6
a : -667.0000, 3 -> 3
b : -659.0000, 3 -> 3
c : 715.0000, 3 -> 6
a : 410.0000, 4 -> 1
b : 924.0000, 4 -> 4
c : -957.0000, 4 -> 2
a : 320.0000, 5 -> 5
b : -856.0000, 5 -> 3
c : -429.0000, 5 -> 6
a : 590.0000, 6 -> 6
b : 435.0000, 6 -> 4
c : -803.0000, 6 -> 0
b : -561.0000, 0 -> 6
b : 866.0000, 1 -> 5
c : -183.0000, 2 -> 2
b : 982.0000, 3 -> 2
c : -772.0000, 4 -> 6
a : 839.0000, 5 -> 0
a : 358.0000, 6 -> 3
