a : 507.0000, 0 -> 0
b : 351.0000, 0 -> 0
c : 179.0000, 0 -> 2
d : 866.0000, 0 -> 4
a : 979.0000, 1 -> 3
b : -274.0000, 1 -> 2
c : 268.0000, 1 -> 6
d : 861.0000, 1 -> 0
a : 200.0000, 2 -> 3
b : -567.0000, 2 -> 0
c : 98.0000, 2 -> 2
d : 876.0000, 2 -> 6
a : 384.0000, 3 -> 6
b : -105.0000, 3 -> 3
c : 99.0000, 3 -> 1
d : -719.0000, 3 -> 6
a : 532.0000, 4 -> 6
b : 202.0000, 4 -> 0
c : -609.0000, 4 -> 6
d : -712.0000, 4 -> 3
a : -301.0000, 5 -> 2
b : 923.0000, 5 -> 6
c : 476.0000, 5 -> 0
d : 484.0000, 5 -> 5
a : -703.0000, 6 -> 3
b : 164.0000, 6 -> 4
c : 426.0000, 6 -> 0
d : 79.0000, 6 -> 6
d : 638.0000, 0 -> 2
c : 141.0000, 0 -> 4
b : 349.0000, 1 -> 3
c : -608.0000, 1 -> 4
c : -401.0000, 2 -> 1
c : -589.0000, 2 -> 0
b : -606.0000, 3 -> 4
c : -599.0000, 3 -> 2
b : 513.0000, 4 -> 3
c : 165.0000, 4 -> 2
b : 67.0000, 5 -> 3
c : 493.0000, 5 -> 5
d : 604.0000, 6 -> 3
c : 995.0000, 6 -> 2
c : 622.0000, 6 -> 5
