a : -36.0000, 0 -> 7
b : -384.0000, 0 -> 2
a : -286.0000, 1 -> 5
b : 185.0000, 1 -> 1
a : -781.0000, 2 -> 1
b : -647.0000, 2 -> 0
a : 704.0000, 3 -> 4
b : -790.0000, 3 -> 7
a : 685.0000, 4 -> 2
b : 326.0000, 4 -> 4
a : 842.0000, 5 -> 7
b : 317.0000, 5 -> 3
a : -235.0000, 6 -> 4
b : -578.0000, 6 -> 0
a : -225.0000, 7 -> 6
b : -420.0000, 7 -> 0
b : -465.0000, 0 -> 3
a : -349.0000, 1 -> 1
a : -502.0000, 2 -> 2
a : 700.0000, 3 -> 0
a : -444.0000, 4 -> 3
a : -237.0000, 5 -> 6
b : -965.0000, 6 -> 5
a : 970.0000, 7 -> 1
