a : 795.0000, 0 -> 3
b : 455.0000, 0 -> 5
c : 116.0000, 0 -> 2
d : -353.0000, 0 -> 0
a : 212.0000, 1 -> 0
b : 518.0000, 1 -> 4
c : 938.0000, 1 -> 3
d : 507.0000, 1 -> 6
a : 368.0000, 2 -> 4
b : -700.0000, 2 -> 4
c : 703.0000, 2 -> 2
d : -508.0000, 2 -> 6
a : 765.0000, 3 -> 0
b : -510.0000, 3 -> 1
c : -865.0000, 3 -> 1
d : -901.0000, 3 -> 5
a : -798.0000, 4 -> 7
b : -629.0000, 4 -> 1
c : 318.0000, 4 -> 3
d : -347.0000, 4 -> 3
a : -849.0000, 5 -> 6
b : -881.0000, 5 -> 2
c : 880.0000, 5 -> 7
d : 115.0000, 5 -> 1
a : 700.0000, 6 -> 4
b : 909.0000, 6 -> 6
c : 137.0000, 6 -> 6
d : 938.0000, 6 -> 4
a : 122.0000, 7 -> 1
b : -782.0000, 7 -> 2
c : -271.0000, 7 -> 4
d : 800.0000, 7 -> 2
c : 138.0000, 0 -> 5
a : 789.0000, 0 -> 1
d : -55.0000, 1 -> 1
c : 8.0000, 1 -> 5
a : -776.0000, 2 -> 7
a : -898.0000, 2 -> 2
d : 287.0000, 3 -> 3
d : -663.0000, 3 -> 7
a : -36.0000, 4 -> 4
a : -867.0000, 4 -> 1
a : 518.0000, 5 -> 4
d : -421.0000, 5 -> 4
c : -341.0000, 6 -> 7
a : -438.0000, 6 -> 5
d : -318.0000, 7 -> 3
c : -795.0000, 7 -> 6
