a : 570.0000, 0 -> 2
b : 96.0000, 0 -> 6
c : -986.0000, 0 -> 0
a : 758.0000, 1 -> 4
b : -811.0000, 1 -> 3
c : 237.0000, 1 -> 5
a : 486.0000, 2 -> 2
b : -211.0000, 2 -> 1
c : -810.0000, 2 -> 7
a : -908.0000, 3 -> 0
b : -23.0000, 3 -> 5
c : 257.0000, 3 -> 0
a : 758.0000, 4 -> 1
b : 6.0000, 4 -> 3
c : 902.0000, 4 -> 6
a : 423.0000, 5 -> 2
b : -975.0000, 5 -> 2
c : 899.0000, 5 -> 7
a : -457.0000, 6 -> 7
b : -349.0000, 6 -> 2
c : 278.0000, 6 -> 4
a : -311.0000, 7 -> 7
b : 737.0000, 7 -> 5
c : 274.0000, 7 -> 4
c : -732.0000, 0 -> 2
b : -623.0000, 1 -> 7
b : -713.0000, 2 -> 4
c : -912.0000, 3 -> 6
b : -815.0000, 4 -> 7
b : 537.0000, 5 -> 4
a : -562.0000, 6 -> 3
c : 806.0000, 7 -> 7
