a : 248.0000, 0 -> 0
b : -148.0000, 0 -> 3
c : 140.0000, 0 -> 3
a : -572.0000, 1 -> 4
b : -324.0000, 1 -> 5
c : 589.0000, 1 -> 0
a : -180.0000, 2 -> 6
b : -571.0000, 2 -> 4
c : 932.0000, 2 -> 0
a : 494.0000, 3 -> 5
b : 394.0000, 3 -> 2
c : 843.0000, 3 -> 0
a : 807.0000, 4 -> 3
b : 916.0000, 4 -> 4
c : 111.0000, 4 -> 4
a : 251.0000, 5 -> 1
b : -851.0000, 5 -> 6
c : -813.0000, 5 -> 0
a : -760.0000, 6 -> 2
b : 372.0000, 6 -> 2
c : 39.0000, 6 -> 3
c : -902.0000, 0 -> 6
b : -643.0000, 1 -> 6
c : 882.0000, 2 -> 3
b : 602.0000, 3 -> 5
b : 563.0000, 4 -> 5
b : -881.0000, 5 -> 4
a : -525.0000, 6 -> 6
