a : -52.0000, 0 -> 4
b : -164.0000, 0 -> 1
c : -866.0000, 0 -> 0
d : 153.0000, 0 -> 1
a : -843.0000, 1 -> 1
b : 910.0000, 1 -> 3
c : 820.0000, 1 -> 4
d : 324.0000, 1 -> 1
a : 861.0000, 2 -> 1
b : 152.0000, 2 -> 2
c : -183.0000, 2 -> 0
d : -199.0000, 2 -> 1
a : 677.0000, 3 -> 3
b : 27.0000, 3 -> 4
c : -170.0000, 3 -> 4
d : 387.0000, 3 -> 3
a : -400.0000, 4 -> 3
b : -147.0000, 4 -> 6
c : 388.0000, 4 -> 6
d : -847.0000, 4 -> 2
a : 959.0000, 5 -> 4
b : -274.0000, 5 -> 2
c : 473.0000, 5 -> 0
d : -321.0000, 5 -> 1
a : -255.0000, 6 -> 6
b : 576.0000, 6 -> 3
c : 899.0000, 6 -> 6
d : -457.0000, 6 -> 1
b : 658.0000, 0 -> 6
b : 140.0000, 0 -> 3
c : 332.0000, 1 -> 1
a : -114.0000, 1 -> 0
a : 78.0000, 2 -> 0
c : 125.0000, 2 -> 2
c : -621.0000, 3 -> 2
a : -800.0000, 3 -> 4
a : -890.0000, 4 -> 5
d : -62.0000, 4 -> 3
c : 453.0000, 5 -> 1
d : 529.0000, 5 -> 5
b : 612.0000, 6 -> 4
d : 229.0000, 6 -> 4
