a : 143.0000, 0 -> 1
b : -342.0000, 0 -> 4
c : -948.0000, 0 -> 5
d : -18.0000, 0 -> 1
a : -500.0000, 1 -> 4
b : 492.0000, 1 -> 5
c : 329.0000, 1 -> 4
d : 746.0000, 1 -> 7
a : 582.0000, 2 -> 1
b : 109.0000, 2 -> 4
c : -607.0000, 2 -> 4
d : -495.0000, 2 -> 0
a : 866.0000, 3 -> 0
b : 226.0000, 3 -> 1
c : -838.0000, 3 -> 1
d : -185.0000, 3 -> 3
a : -114.0000, 4 -> 0
b : -778.0000, 4 -> 3
c : 765.0000, 4 -> 5
d : 886.0000, 4 -> 6
a : 629.0000, 5 -> 7
b : -434.0000, 5 -> 1
c : 544.0000, 5 -> 2
d : 943.0000, 5 -> 6
a : -874.0000, 6 -> 2
b : 825.0000, 6 -> 6
c : -797.0000, 6 -> 3
d : 595.0000, 6 -> 6
a : 407.0000, 7 -> 4
b : 158.0000, 7 -> 5
c : 414.0000, 7 -> 6
d : 567.0000, 7 -> 0
b : -515.0000, 0 -> 6
b : -320.0000, 0 -> 5
c : -239.0000, 1 -> 7
c : -122.0000, 1 -> 3
a : 197.0000, 2 -> 5
c : -320.0000, 2 -> 1
b : 309.0000, 3 -> 4
b : 245.0000, 3 -> 2
d : 752.0000, 4 -> 0
b : 453.0000, 4 -> 7
b : -761.0000, 5 -> 7
b : 97.0000, 5 -> 4
d : 272.0000, 6 -> 4
a : 728.0000, 6 -> 7
c : 154.0000, 7 -> 5
a : 736.0000, 7 -> 2
