a : -541.0000, 0 -> 0
b : 2.0000, 0 -> 3
c : 781.0000, 0 -> 0
d : 398.0000, 0 -> 3
a : 22.0000, 1 -> 3
b : 255.0000, 1 -> 0
c : -706.0000, 1 -> 4
d : -285.0000, 1 -> 2
a : 278.0000, 2 -> 3
b : -795.0000, 2 -> 4
c : -764.0000, 2 -> 2
d : 553.0000, 2 -> 3
a : -405.0000, 3 -> 5
b : -768.0000, 3 -> 5
c : 495.0000, 3 -> 5
d : 581.0000, 3 -> 2
a : -790.0000, 4 -> 3
b : -464.0000, 4 -> 4
c : 239.0000, 4 -> 2
d : -429.0000, 4 -> 1
a : -574.0000, 5 -> 0
b : -145.0000, 5 -> 4
c : 284.0000, 5 -> 4
d : -615.0000, 5 -> 3
c : 452.0000, 0 -> 1
a : 331.0000, 0 -> 4
a : -204.0000, 1 -> 0
b : -128.0000, 1 -> 5
b : 193.0000, 2 -> 1
d : -788.0000, 2 -> 0
c : -417.0000, 3 -> 1
a : -522.0000, 3 -> 3
b : 789.0000, 4 -> 0
a : -946.0000, 4 -> 4
b : -460.0000, 5 -> 3
c : 556.0000, 5 -> 2
