a : -991.0000, 0 -> 5
b : 677.0000, 0 -> 0
c : -127.0000, 0 -> 1
a : 408.0000, 1 -> 0
b : -806.0000, 1 -> 0
c : 901.0000, 1 -> 7
a : -549.0000, 2 -> 1
b : -161.0000, 2 -> 4
c : -455.0000, 2 -> 5
a : 232.0000, 3 -> 1
b : 280.0000, 3 -> 5
c : -721.0000, 3 -> 0
a : 623.0000, 4 -> 3
b : -227.0000, 4 -> 2
c : 992.0000, 4 -> 3
a : -784.0000, 5 -> 4
b : 301.0000, 5 -> 2
c : 765.0000, 5 -> 0
a : -262.0000, 6 -> 2
b : 282.0000, 6 -> 0
c : -537.0000, 6 -> 1
a : -746.0000, 7 -> 2
b : -54.0000, 7 -> 2
c : -561.0000, 7 -> 5
c : -564.0000, 0 -> 5
b : 469.0000, 1 -> 3
b : 527.0000, 2 -> 1
a : 301.0000, 3 -> 3
a : 245.0000, 4 -> 0
c : -94.0000, 5 -> 5
c : 885.0000, 6 -> 6
c : 499.0000, 7 -> 6
